task_id,step_index,split,decision,variant,image_path,step_instruction,multi_element_instruction,target_coordinates,target_bounding_box,nearest_element_text,nearest_element_relative_position,nearest_element_tag,nearest_element_distance,nearest_element_bounding_box,Unnamed: 15
039969ee-8f9a-4c49-9260-88267339e885,8,test_website_style,keep,original,run_20251112_005125_test_website_original/039969ee-8f9a-4c49-9260-88267339e885/screenshots/step_8_click.png,Click on 'Bundle & Save' span,Click on the span above 'Keywords (Optional)',"(1313, 285)","[1258.234375, 276.28125, 110.515625, 18]",Keywords (Optional),"[""above""]",label,66.3223734991632,"[1225, 333, 108.234375, 18]",
039969ee-8f9a-4c49-9260-88267339e885,8,test_website_style,keep,precision,run_20251112_005233_test_website_precision/039969ee-8f9a-4c49-9260-88267339e885/screenshots/step_8_click.png,Click on 'Bundle & Save' span,Click on the span above 'Keywords (Optional)',"(1207, 200)","[1168.7593994140625, 193.39686584472656, 77.36083984375, 12.600006103515625]",Keywords (Optional),"[""above""]",label,46.4256549247727,"[1145.4952392578125, 233.09999084472656, 75.76416015625, 12.600006103515625]",
039969ee-8f9a-4c49-9260-88267339e885,8,test_website_style,keep,style,run_20251112_005341_test_website_style/039969ee-8f9a-4c49-9260-88267339e885/screenshots/step_8_click.png,Click on 'Bundle & Save' span,Click on the span above 'Keywords (Optional)',"(1311, 286)","[1254.578125, 277.34375, 112.03125, 17]",Keywords (Optional),"[""above""]",label,55.731369942817,"[1225, 323, 108.71875, 18]",
039969ee-8f9a-4c49-9260-88267339e885,8,test_website_style,keep,text_shrink,run_20251113_005230_test_website_text_shrink/039969ee-8f9a-4c49-9260-88267339e885/screenshots/step_8_click.png,Click on 'Bundle & Save' span,Click on the span above 'Keywords (Optional)',"(1285, 285)","[1238.578125, 277.078125, 92.109375, 16]",Keywords (Optional),"[""above""]",label,57.0591696428544,"[1225, 333, 99.21875, 16.5]",
03d4147d-8130-4814-b57b-6a5de01285c6,1,test_domain_original,keep,original,run_20251112_004959_test_domain_original/03d4147d-8130-4814-b57b-6a5de01285c6/screenshots/step_1_type.png,Type 'pork' in 'Search the site' textbox,Type 'pork' in the textbox above ‘G’,"(650, 260)","[350, 236, 600, 48]",G,"[""above""]",a,147.105404387466,"[614, 388, 36, 36]",
03d4147d-8130-4814-b57b-6a5de01285c6,1,test_domain_original,keep,precision,run_20251112_005144_test_domain_precision/03d4147d-8130-4814-b57b-6a5de01285c6/screenshots/step_1_type.png,Type 'pork' in 'Search the site' textbox,Type 'pork' in the textbox above ‘G’,"(743, 182)","[532.9953002929688, 165.1999969482422, 420, 33.600006103515625]",G,"[""above""]",a,102.973780789235,"[717.7952880859375, 271.6000061035156, 25.20001220703125, 25.199981689453125]",
03d4147d-8130-4814-b57b-6a5de01285c6,1,test_domain_original,keep,style,run_20251112_005301_test_domain_style/03d4147d-8130-4814-b57b-6a5de01285c6/screenshots/step_1_type.png,Type 'pork' in 'Search the site' textbox,Type 'pork' in the textbox above ‘G’,"(634, 284)","[350, 260, 568, 48]",G,"[""above""]",a,148.013512896627,"[614, 414, 36, 36]",
03d4147d-8130-4814-b57b-6a5de01285c6,1,test_domain_original,keep,text_shrink,run_20251113_005132_test_domain_text_shrink/03d4147d-8130-4814-b57b-6a5de01285c6/screenshots/step_1_type.png,Type 'pork' in 'Search the site' textbox,Type 'pork' in the textbox above ’T’,"(650, 260)","[350, 236, 600, 48]",T,"[""above""]",a,150.748735362453,"[683.171875, 388, 8.734375, 36]",
03d4147d-8130-4814-b57b-6a5de01285c6,3,test_domain_original,keep,original,run_20251112_004959_test_domain_original/03d4147d-8130-4814-b57b-6a5de01285c6/screenshots/step_3_click.png,Click on 'GO' button,Click on the button below 'KITCHEN TIPS',"(906, 260)","[862.21875, 236, 87.78125, 48]",M,"[""above""]",a,146.349579647127,"[878, 388, 36, 36]",
03d4147d-8130-4814-b57b-6a5de01285c6,3,test_domain_original,keep,precision,run_20251112_005144_test_domain_precision/03d4147d-8130-4814-b57b-6a5de01285c6/screenshots/step_3_click.png,Click on 'GO' button,Click on the button below 'KITCHEN TIPS',"(922, 182)","[891.5484008789062, 165.1999969482422, 61.4468994140625, 33.600006103515625]",N,"[""above""]",a,104.917307639029,"[933.3953247070312, 271.6000061035156, 25.199951171875, 25.199981689453125]",
03d4147d-8130-4814-b57b-6a5de01285c6,3,test_domain_original,keep,style,run_20251112_005301_test_domain_style/03d4147d-8130-4814-b57b-6a5de01285c6/screenshots/step_3_click.png,Click on 'GO' button,Click on the button below 'KITCHEN TIPS',"(902, 290)","[858.21875, 266, 87.78125, 48]",M,"[""above""]",a,148.057039558714,"[880, 420, 36, 36]",
03d4147d-8130-4814-b57b-6a5de01285c6,3,test_domain_original,keep,text_shrink,run_20251113_005132_test_domain_text_shrink/03d4147d-8130-4814-b57b-6a5de01285c6/screenshots/step_3_click.png,Click on 'GO' button,Click on the button below 'KITCHEN TIPS',"(908, 260)","[866.875, 236, 83.125, 48]",Z,"[""above"", ""right""]",a,185.105242347776,"[790.28125, 388, 8.734375, 36]",
03fd47fc-8412-487a-b895-26c80a95c398,1,test_task_style,keep,original,run_20251112_005055_test_task_original/03fd47fc-8412-487a-b895-26c80a95c398/screenshots/step_1_click.png,Click on 'PC Builder' link,Click on the link left 'VR',"(792, 90)","[761.53125, 81.5625, 61.34375, 16]",VR,"[""left""]",a,59.0078125,"[842.875, 81.5625, 16.671875, 16]",
03fd47fc-8412-487a-b895-26c80a95c398,1,test_task_style,keep,precision,run_20251112_005206_test_task_precision/03fd47fc-8412-487a-b895-26c80a95c398/screenshots/step_1_click.png,Click on 'PC Builder' link,Click on the link left 'VR',"(843, 63)","[821.0671997070312, 57.09375, 42.94061279296875, 11.199996948242188]",VR,"[""left""]",a,41.305450439453104,"[878.0078125, 57.09375, 11.6702880859375, 11.199996948242188]",
03fd47fc-8412-487a-b895-26c80a95c398,1,test_task_style,keep,style,run_20251112_005316_test_task_style/03fd47fc-8412-487a-b895-26c80a95c398/screenshots/step_1_click.png,Click on 'PC Builder' link,Click on the link left 'VR',"(792, 95)","[761.53125, 85.5625, 61.34375, 18]",VR,"[""left""]",span,59.0162853459548,"[842.875, 85.5625, 16.671875, 16]",
03fd47fc-8412-487a-b895-26c80a95c398,1,test_task_style,keep,text_shrink,run_20251113_005227_test_task_text_shrink/03fd47fc-8412-487a-b895-26c80a95c398/screenshots/step_1_click.png,Click on 'PC Builder' link,Click on the link left 'VR',"(744, 90)","[715.5625, 81.5625, 56.234375, 16]",VR,"[""left""]",a,55.7578125,"[791.796875, 81.5625, 15.28125, 16]",
0435ac39-8a76-42db-b504-31ec210f6f66,2,test_task_style,keep,original,run_20251112_005055_test_task_original/0435ac39-8a76-42db-b504-31ec210f6f66/screenshots/step_2_click.png,Click on 'Brooklyn Nets' link,Click on the link above 'New York Knicks',"(776, 203)","[676.09375, 187, 199.96875, 32]",New York Knicks,"[""above""]",span,32.844130030211,"[719.09375, 227, 94, 15]",
0435ac39-8a76-42db-b504-31ec210f6f66,2,test_task_style,keep,precision,run_20251112_005206_test_task_precision/0435ac39-8a76-42db-b504-31ec210f6f66/screenshots/step_2_click.png,Click on 'Brooklyn Nets' link,Click on the link above 'New York Knicks',"(831, 142)","[761.2609252929688, 130.89999389648438, 139.9781494140625, 22.400009155273438]",New York Knicks,"[""above""]",span,22.9909040657424,"[791.3609008789062, 158.90000915527344, 65.800048828125, 10.5]",
0435ac39-8a76-42db-b504-31ec210f6f66,2,test_task_style,keep,style,run_20251112_005316_test_task_style/0435ac39-8a76-42db-b504-31ec210f6f66/screenshots/step_2_click.png,Click on 'Brooklyn Nets' link,Click on the link above 'New York Knicks',"(575, 540)","[474.90625, 523.0, 199.96875, 34]",New York Knicks,"[""above""]",span,34.7824090454343,"[517.90625, 566.0, 89.375, 14]",
0435ac39-8a76-42db-b504-31ec210f6f66,2,test_task_style,keep,text_shrink,run_20251113_005227_test_task_text_shrink/0435ac39-8a76-42db-b504-31ec210f6f66/screenshots/step_2_click.png,Click on 'Brooklyn Nets' link,Click on the link above 'New York Knicks',"(776, 203)","[676.5, 187, 199.96875, 32]",New York Knicks,"[""above""]",span,32.7252793523815,"[719.5, 228, 87.140625, 13]",
0572899e-7c07-4a2f-a77b-bba4f432a7ad,2,test_task_style,keep,original,run_20251112_005055_test_task_original/0572899e-7c07-4a2f-a77b-bba4f432a7ad/screenshots/step_2_type.png,Type 'Joe' in '' input,Type 'Joe' in the input to the right of 'Confirmation Number (Required)' textbox,"(1152, 157)","[1068.828125, 133.015625, 165.65625, 47]",First Name (Required),"[""below""]",label,47.3063519009422,"[1068.828125, 107, 113.640625, 20]",
0572899e-7c07-4a2f-a77b-bba4f432a7ad,2,test_task_style,keep,precision,run_20251112_005206_test_task_precision/0572899e-7c07-4a2f-a77b-bba4f432a7ad/screenshots/step_2_type.png,Type 'Joe' in '' input,Type 'Joe' in the input to the right of 'Confirmation Number (Required)' textbox,"(1094, 110)","[1036.1749267578125, 93.1109390258789, 115.95947265625, 32.899993896484375]",First Name (Required),"[""below""]",label,33.1144639148345,"[1036.1749267578125, 74.9000015258789, 79.5484619140625, 14]",
0572899e-7c07-4a2f-a77b-bba4f432a7ad,2,test_task_style,keep,style,run_20251112_005316_test_task_style/0572899e-7c07-4a2f-a77b-bba4f432a7ad/screenshots/step_2_type.png,Type 'Joe' in '' input,Type 'Joe' in the input to the right of 'Confirmation Number (Required)' textbox,"(1152, 157)","[1068.828125, 123, 165.65625, 68.8125]",First Name (Required),"[""below""]",label,40.125,"[1068.828125, 98, 165.65625, 20]",
0572899e-7c07-4a2f-a77b-bba4f432a7ad,2,test_task_style,keep,text_shrink,run_20251113_005227_test_task_text_shrink/0572899e-7c07-4a2f-a77b-bba4f432a7ad/screenshots/step_2_type.png,Type 'Joe' in '' input,Type 'Joe' in the input to the right of 'Confirmation Number (Required)' textbox,"(1152, 157)","[1068.828125, 133.015625, 165.65625, 47]",First Name (Required),"[""below""]",label,49.1488615911206,"[1068.828125, 108, 104.59375, 20]",
0c874738-6807-4b6c-baf9-703e044c67e6,1,test_domain_original,keep,original,run_20251112_004959_test_domain_original/0c874738-6807-4b6c-baf9-703e044c67e6/screenshots/step_1_click.png,Click on 'Audiology' link,Click on the link above ‘Bariatric Surgery’,"(555, 540)","[360, 528.5, 389.328125, 23]",Bariatric Surgery,"[""above""]",a,43.0,"[360, 571.5, 389.328125, 23]",
0c874738-6807-4b6c-baf9-703e044c67e6,1,test_domain_original,keep,precision,run_20251112_005144_test_domain_precision/0c874738-6807-4b6c-baf9-703e044c67e6/screenshots/step_1_click.png,Click on 'Audiology' link,Click on the link above ‘Bariatric Surgery’,"(676, 494)","[539.9953002929688, 486.4234313964844, 272.5296630859375, 16.100006103515625]",Bariatric Surgery,"[""above""]",a,30.0999908447266,"[539.9953002929688, 516.5234375, 272.5296630859375, 16.0999755859375]",
0c874738-6807-4b6c-baf9-703e044c67e6,1,test_domain_original,keep,style,run_20251112_005301_test_domain_style/0c874738-6807-4b6c-baf9-703e044c67e6/screenshots/step_1_click.png,Click on 'Audiology' link,Click on the link above ‘Bariatric Surgery’,"(555, 540)","[360, 528.0, 389.328125, 24]",Bariatric Surgery,"[""above""]",a,44.0,"[360, 572.0, 389.328125, 24]",
0c874738-6807-4b6c-baf9-703e044c67e6,1,test_domain_original,keep,text_shrink,run_20251113_005132_test_domain_text_shrink/0c874738-6807-4b6c-baf9-703e044c67e6/screenshots/step_1_click.png,Click on 'Audiology' link,Click on the link above ‘Bariatric Surgery’,"(555, 540)","[360, 531.0, 389.328125, 18]",Bariatric Surgery,"[""above""]",a,38.0,"[360, 569.0, 389.328125, 18]",
0de53aa5-cb8f-4789-b621-14262a4d5aae,0,test_task_style,keep,original,run_20251112_005055_test_task_original/0de53aa5-cb8f-4789-b621-14262a4d5aae/screenshots/step_0_click.png,Click on 'Show flights' button,"Click on the button below 'Passengers / Class
Passenger / Class'","(1411, 540)","[1298.734375, 511.5, 225.1875, 57]","Passengers / Class
Passenger / Class","[""below""]",div,74.7560763233707,"[1297.78125, 435.0, 225.1875, 60.5]",
0de53aa5-cb8f-4789-b621-14262a4d5aae,0,test_task_style,keep,precision,run_20251112_005206_test_task_precision/0de53aa5-cb8f-4789-b621-14262a4d5aae/screenshots/step_0_click.png,Click on 'Show flights' button,"Click on the button below 'Passengers / Class
Passenger / Class'","(1276, 458)","[1197.109375, 438.2984313964844, 157.6312255859375, 39.899993896484375]","Passengers / Class
Passenger / Class","[""below""]",div,52.3292509974214,"[1196.442138671875, 384.7484436035156, 157.6312255859375, 42.3499755859375]",
0de53aa5-cb8f-4789-b621-14262a4d5aae,0,test_task_style,keep,style,run_20251112_005316_test_task_style/0de53aa5-cb8f-4789-b621-14262a4d5aae/screenshots/step_0_click.png,Click on 'Show flights' button,"Click on the button below 'Passengers / Class
Passenger / Class'","(1388, 540)","[1301.5625, 511.5, 172.734375, 57]","Passengers / Class
Passenger / Class","[""below""]",div,79.7141978101739,"[1297.78125, 432.5, 225.1875, 60]",
0de53aa5-cb8f-4789-b621-14262a4d5aae,0,test_task_style,keep,text_shrink,run_20251113_005227_test_task_text_shrink/0de53aa5-cb8f-4789-b621-14262a4d5aae/screenshots/step_0_click.png,Click on 'Show flights' button,"Click on the button below 'Passengers / Class
Passenger / Class'","(1411, 540)","[1298.734375, 512.0, 225.1875, 56]","Passengers / Class
Passenger / Class","[""below""]",div,78.2558045595701,"[1297.78125, 432.28125, 225.1875, 60.5]",
0e48ad89-c2f1-42a0-a8fa-904d11200768,0,test_domain_original,keep,original,run_20251112_004959_test_domain_original/0e48ad89-c2f1-42a0-a8fa-904d11200768/screenshots/step_0_click.png,Click on 'air conditioning' checkbox,Click the check box d checkbox,"(14, 485)","[7.5, 478.171875, 13, 13]",,"[""above""]",span,29.7036685000907,"[7.5, 507.171875, 12.640625, 14.40625]",
0e48ad89-c2f1-42a0-a8fa-904d11200768,0,test_domain_original,keep,precision,run_20251112_005144_test_domain_precision/0e48ad89-c2f1-42a0-a8fa-904d11200768/screenshots/step_0_click.png,Click on 'air conditioning' checkbox,Click the check box d checkbox,"(10, 339)","[5.25, 334.7203063964844, 9.09999942779541, 9.100006103515625]",,"[""above""]",span,20.7925557421018,"[5.25, 355.0202941894531, 8.848437309265137, 10.084381103515625]",
0e48ad89-c2f1-42a0-a8fa-904d11200768,0,test_domain_original,keep,style,run_20251112_005301_test_domain_style/0e48ad89-c2f1-42a0-a8fa-904d11200768/screenshots/step_0_click.png,Click on 'air conditioning' checkbox,Click the check box d checkbox,"(14, 540)","[7.5, 533.5, 13, 13]",,"[""above""]",span,35.3669838601383,"[14.5, 567.5, 12.640625, 14.40625]",
0e48ad89-c2f1-42a0-a8fa-904d11200768,0,test_domain_original,keep,text_shrink,run_20251113_005132_test_domain_text_shrink/0e48ad89-c2f1-42a0-a8fa-904d11200768/screenshots/step_0_click.png,Click on 'air conditioning' checkbox,Click the check box d checkbox,"(14, 482)","[7.5, 475.765625, 13, 13]",,"[""above""]",span,28.5092597775952,"[7.5, 505.265625, 11.546875, 11]",
1060037c-a31d-42db-b1f5-674b92badc1a,1,test_domain_original,keep,original,run_20251112_004959_test_domain_original/1060037c-a31d-42db-b1f5-674b92badc1a/screenshots/step_1_click.png,Click on 'Academics' link,Click on the link below ‘PARENTS',"(675, 166)","[626.828125, 146.78125, 95.890625, 38.390625]",PARENTS,"[""below""]",a,38.0933846885683,"[642, 112.140625, 78.765625, 32.640625]",
1060037c-a31d-42db-b1f5-674b92badc1a,1,test_domain_original,keep,precision,run_20251112_005144_test_domain_precision/1060037c-a31d-42db-b1f5-674b92badc1a/screenshots/step_1_click.png,Click on 'Academics' link,Click on the link below ‘PARENTS',"(760, 116)","[726.7749633789062, 102.74687194824219, 67.12347412109375, 26.873443603515625]",PARENTS,"[""below""]",a,26.6644292674596,"[737.3953247070312, 78.4984359741211, 55.125, 22.848434448242188]",
1060037c-a31d-42db-b1f5-674b92badc1a,1,test_domain_original,keep,style,run_20251112_005301_test_domain_style/1060037c-a31d-42db-b1f5-674b92badc1a/screenshots/step_1_click.png,Click on 'Academics' link,Click on the link below 'ALUMNI',"(672, 196)","[624.828125, 176, 94.890625, 39.390625]",ALUMNI,"[""below""]",a,52.7170550261014,"[642, 126.21875, 65.609375, 33.640625]",
1060037c-a31d-42db-b1f5-674b92badc1a,1,test_domain_original,keep,text_shrink,run_20251113_005132_test_domain_text_shrink/1060037c-a31d-42db-b1f5-674b92badc1a/screenshots/step_1_click.png,Click on 'Academics' link,Click on the link below 'ALUMNI',"(675, 163)","[626.828125, 146.78125, 95.890625, 32.640625]",ALUMNI,"[""below""]",a,61.335736490245104,"[589.765625, 112.140625, 68.78125, 32.640625]",
14d50319-3f81-4aa6-8ee8-d1b66e4d5d64,2,test_task_style,keep,original,run_20251112_005055_test_task_original/14d50319-3f81-4aa6-8ee8-d1b66e4d5d64/screenshots/step_2_click.png,Click on 'ADD TO LIST' link,Click on the button above 'Report a listing' button,"(1518, 540)","[1468, 526.0, 99, 28]",PRICE ALERT,"[""near""]",div,35.3737585705867,"[1483, 498.0, 112.234375, 28]",
14d50319-3f81-4aa6-8ee8-d1b66e4d5d64,2,test_task_style,keep,precision,run_20251112_005206_test_task_precision/14d50319-3f81-4aa6-8ee8-d1b66e4d5d64/screenshots/step_2_click.png,Click on 'ADD TO LIST' link,Click on the button above 'Report a listing' button,"(1350, 524)","[1315.5953369140625, 514.0515747070312, 69.2999267578125, 19.5999755859375]",PRICE ALERT,"[""near""]",div,24.7616162927652,"[1326.0953369140625, 494.4515686035156, 78.56396484375, 19.600006103515625]",
14d50319-3f81-4aa6-8ee8-d1b66e4d5d64,2,test_task_style,keep,style,run_20251112_005316_test_task_style/14d50319-3f81-4aa6-8ee8-d1b66e4d5d64/screenshots/step_2_click.png,Click on 'ADD TO LIST' link,Click on the button above 'Report a listing' button,"(1530, 540)","[1472, 526.0, 116.875, 28]",Report a listing,"[""above""]",a,55.1317181634697,"[1472, 574.953125, 167.59375, 28]",
14d50319-3f81-4aa6-8ee8-d1b66e4d5d64,2,test_task_style,keep,text_shrink,run_20251113_005227_test_task_text_shrink/14d50319-3f81-4aa6-8ee8-d1b66e4d5d64/screenshots/step_2_click.png,Click on 'ADD TO LIST' link,Click on the button above 'Report a listing' button,"(1514, 540)","[1468, 526.5, 91.65625, 27]",REPORT A LISTING,"[""near""]",a,34.0190528891187,"[1468, 553.5, 133.046875, 27]",
14d50319-3f81-4aa6-8ee8-d1b66e4d5d64,3,test_task_style,keep,original,run_20251112_005055_test_task_original/14d50319-3f81-4aa6-8ee8-d1b66e4d5d64/screenshots/step_3_type.png,"Type '32"" curved monitor' in 'Search Site' searchbox",Type ’32” curved monitor in the search box above ‘Gift Ideas’,"(645, 41)","[414.515625, 19.78125, 461.59375, 42]",Gift Ideas,"[""above""]",a,55.5817708601761,"[591.328125, 81.5625, 54.6875, 16]",
14d50319-3f81-4aa6-8ee8-d1b66e4d5d64,3,test_task_style,keep,precision,run_20251112_005206_test_task_precision/14d50319-3f81-4aa6-8ee8-d1b66e4d5d64/screenshots/step_3_type.png,"Type '32"" curved monitor' in 'Search Site' searchbox",Type ’32” curved monitor in the search box above ‘Gift Ideas’,"(740, 29)","[578.15625, 13.846875190734863, 323.1156005859375, 29.40000057220459]",Gift Ideas,"[""above""]",a,38.9072374259475,"[701.9249877929688, 57.09375, 38.28125, 11.199996948242188]",
14d50319-3f81-4aa6-8ee8-d1b66e4d5d64,3,test_task_style,keep,style,run_20251112_005316_test_task_style/14d50319-3f81-4aa6-8ee8-d1b66e4d5d64/screenshots/step_3_type.png,"Type '32"" curved monitor' in 'Search Site' searchbox",Type ’32” curved monitor in the search box above ‘Gift Ideas’,"(642, 43)","[414.515625, 21.78125, 454.796875, 42]",Gift Ideas,"[""above""]",span,54.9397136081692,"[591.328125, 84.5625, 54.6875, 16]",
14d50319-3f81-4aa6-8ee8-d1b66e4d5d64,3,test_task_style,keep,text_shrink,run_20251113_005227_test_task_text_shrink/14d50319-3f81-4aa6-8ee8-d1b66e4d5d64/screenshots/step_3_type.png,"Type '32"" curved monitor' in 'Search Site' searchbox",Type ’32” curved monitor in the search box above ‘Gift Ideas’,"(647, 41)","[392.5, 19.78125, 508.53125, 42]",PC Builder,"[""above""]",a,49.3820610309063,"[626.328125, 81.5625, 56.234375, 16]",
150146b2-ae80-4760-b2a9-1c7475ce5de2,2,test_task_style,keep,original,run_20251112_005055_test_task_original/150146b2-ae80-4760-b2a9-1c7475ce5de2/screenshots/step_2_click.png,Click on 'Shop by Brand' link,Click on the link above 'Shop by Outfit',"(288, 338)","[243, 330.625, 89.484375, 15]",Shop by Outfit,"[""above""]",a,33.4064043860441,"[243, 364.03125, 89.28125, 15]",
